TAXON,GENUS,SPECIES,RANK,verbatimScientificName,INFRASPECIFIC,PROVINCE
Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum,,Rhododendron groenlandicum,,Quebec
Ribes triste,Ribes,Ribes triste,,Ribes triste,,British Columbia
Pseudotsuga menziesii var. menziesii,Pseudotsuga,Pseudotsuga menziesii,var.,Pseudotsuga menziesii menziesii,menziesii,British Columbia
Rubus arcticus,Rubus,Rubus arcticus,,Rubus arcticus,,Alberta
Prunus virginiana,Prunus,Prunus virginiana,,Prunus virginiana,,Alberta
Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum,,Rhododendron groenlandicum,,Prince Edward Island
Prunus emarginata,Prunus,Prunus emarginata,,Prunus emarginata,,British Columbia
Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum,,Rhododendron groenlandicum,,Alberta
Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum,,Rhododendron groenlandicum,,Saskatchewan
Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum,,Rhododendron groenlandicum,,Yukon
Prunus pumila var. pumila,Prunus,Prunus pumila,var.,Prunus pumila pumila,pumila,Ontario
Prunus virginiana,Prunus,Prunus virginiana,,Prunus virginiana,,Quebec
Quercus rubra,Quercus,Quercus rubra,,Quercus rubra,,Prince Edward Island
Prunus serotina,Prunus,Prunus serotina,,Prunus serotina,,Quebec
Quercus bicolor,Quercus,Quercus bicolor,,Quercus bicolor,,Quebec
Rubus allegheniensis,Rubus,Rubus allegheniensis,,Rubus allegheniensis,,Quebec
Rubus allegheniensis,Rubus,Rubus allegheniensis,,Rubus allegheniensis,,Nova Scotia
Prunella vulgaris subsp. vulgaris,Prunella,Prunella vulgaris,subsp.,Prunella vulgaris vulgaris,vulgaris,British Columbia
Prunus pensylvanica,Prunus,Prunus pensylvanica,,Prunus pensylvanica,,New Brunswick
Prunus virginiana,Prunus,Prunus virginiana,,Prunus virginiana,,Prince Edward Island
Prunella vulgaris,Prunella,Prunella vulgaris,,Prunella vulgaris,,New Brunswick
Quercus macrocarpa,Quercus,Quercus macrocarpa,,Quercus macrocarpa,,Quebec
Prunella vulgaris,Prunella,Prunella vulgaris,,Prunella vulgaris,,Prince Edward Island
Prunus nigra,Prunus,Prunus nigra,,Prunus nigra,,Quebec
Prunus virginiana,Prunus,Prunus virginiana,,Prunus virginiana,,New Brunswick
Quercus muehlenbergii,Quercus,Quercus muehlenbergii,,Quercus muehlenbergii,,Ontario
Prunus pensylvanica,Prunus,Prunus pensylvanica,,Prunus pensylvanica,,Manitoba
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,Rosa acicularis sayi,sayi,Alberta
Prunella vulgaris subsp. vulgaris,Prunella,Prunella vulgaris,subsp.,Prunella vulgaris vulgaris,vulgaris,Quebec
Rosa arkansana,Rosa,Rosa arkansana,,Rosa arkansana,,Saskatchewan
Pseudotsuga menziesii var. glauca,Pseudotsuga,Pseudotsuga menziesii,var.,Pseudotsuga menziesii glauca,glauca,Alberta
Ribes aureum,Ribes,Ribes aureum,,Ribes aureum,,Alberta
Ribes hirtellum,Ribes,Ribes hirtellum,,Ribes hirtellum,,Nova Scotia
Ribes sanguineum,Ribes,Ribes sanguineum,,Ribes sanguineum,,British Columbia
Ribes viscosissimum,Ribes,Ribes viscosissimum,,Ribes viscosissimum,,British Columbia
Prunus pensylvanica,Prunus,Prunus pensylvanica,,Prunus pensylvanica,,Prince Edward Island
Pycnanthemum virginianum,Pycnanthemum,Pycnanthemum virginianum,,Pycnanthemum virginianum,,Ontario
Quercus velutina,Quercus,Quercus velutina,,Quercus velutina,,Ontario
Rosa acicularis,Rosa,Rosa acicularis,,Rosa acicularis,,Manitoba
Ribes lacustre,Ribes,Ribes lacustre,,Ribes lacustre,,Nova Scotia
Prunus pumila,Prunus,Prunus pumila,,Prunus pumila,,Ontario
Rhodiola rosea,Rhodiola,Rhodiola rosea,,Rhodiola rosea,,Nova Scotia
Rubus setosus,Rubus,Rubus setosus,,Rubus setosus,,Quebec
Ribes hirtellum,Ribes,Ribes hirtellum,,Ribes hirtellum,,Prince Edward Island
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,Ribes oxyacanthoides,,Yukon
Rhodiola rosea,Rhodiola,Rhodiola rosea,,Rhodiola rosea,,Newfoundland and Labrador
Quercus garryana var. garryana,Quercus,Quercus garryana,var.,Quercus garryana garryana,garryana,British Columbia
Prunus serotina,Prunus,Prunus serotina,,Prunus serotina,,British Columbia
Prunus pensylvanica,Prunus,Prunus pensylvanica,,Prunus pensylvanica,,Quebec
Prunella vulgaris,Prunella,Prunella vulgaris,,Prunella vulgaris,,Alberta
Rubus arcticus,Rubus,Rubus arcticus,,Rubus arcticus,,Yukon
Rosa virginiana,Rosa,Rosa virginiana,,Rosa virginiana,,Nova Scotia
Rosa acicularis,Rosa,Rosa acicularis,,Rosa acicularis,,Yukon
Rosa acicularis,Rosa,Rosa acicularis,,Rosa acicularis,,Ontario
Ribes aureum,Ribes,Ribes aureum,,Ribes aureum,,British Columbia
Rosa acicularis,Rosa,Rosa acicularis,,Rosa acicularis,,Northwest Territories
Rosa blanda,Rosa,Rosa blanda,,Rosa blanda,,Ontario
Ribes lacustre,Ribes,Ribes lacustre,,Ribes lacustre,,New Brunswick
Rhodiola rosea,Rhodiola,Rhodiola rosea,,Rhodiola rosea,,Quebec
Rubus arcticus,Rubus,Rubus arcticus,,Rubus arcticus,,Northwest Territories
Pycnanthemum virginianum,Pycnanthemum,Pycnanthemum virginianum,,Pycnanthemum virginianum,,Quebec
Quercus macrocarpa,Quercus,Quercus macrocarpa,,Quercus macrocarpa,,Saskatchewan
Quercus macrocarpa,Quercus,Quercus macrocarpa,,Quercus macrocarpa,,Alberta
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,Prunella vulgaris lanceolata,lanceolata,Ontario
Ribes hudsonianum,Ribes,Ribes hudsonianum,,Ribes hudsonianum,,Yukon
Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum,,Rhododendron groenlandicum,,Northwest Territories
Ribes triste,Ribes,Ribes triste,,Ribes triste,,Yukon
Rosa nitida,Rosa,Rosa nitida,,Rosa nitida,,Nova Scotia
Ribes americanum,Ribes,Ribes americanum,,Ribes americanum,,Manitoba
Prunus virginiana,Prunus,Prunus virginiana,,Prunus virginiana,,Saskatchewan
Rosa virginiana,Rosa,Rosa virginiana,,Rosa virginiana,,Newfoundland and Labrador
Prunus pumila,Prunus,Prunus pumila,,Prunus pumila,,Manitoba
Rosa virginiana,Rosa,Rosa virginiana,,Rosa virginiana,,New Brunswick
Rosa palustris,Rosa,Rosa palustris,,Rosa palustris,,Ontario
Quercus prinoides,Quercus,Quercus prinoides,,Quercus prinoides,,Ontario
Rorippa aquatica,Rorippa,Rorippa aquatica,,Rorippa aquatica,,Ontario
Ribes hirtellum,Ribes,Ribes hirtellum,,Ribes hirtellum,,New Brunswick
Prunella vulgaris,Prunella,Prunella vulgaris,,Prunella vulgaris,,Newfoundland and Labrador
Ribes americanum,Ribes,Ribes americanum,,Ribes americanum,,New Brunswick
Ribes hirtellum,Ribes,Ribes hirtellum,,Ribes hirtellum,,Ontario
Prunus pensylvanica,Prunus,Prunus pensylvanica,,Prunus pensylvanica,,Alberta
Rosa acicularis,Rosa,Rosa acicularis,,Rosa acicularis,,Saskatchewan
Rubus arcticus,Rubus,Rubus arcticus,,Rubus arcticus,,Manitoba
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,Ribes oxyacanthoides,,Saskatchewan
Ribes triste,Ribes,Ribes triste,,Ribes triste,,Ontario
Ribes cynosbati,Ribes,Ribes cynosbati,,Ribes cynosbati,,Quebec
Pseudotsuga menziesii,Pseudotsuga,Pseudotsuga menziesii,,Pseudotsuga menziesii,,Alberta
Ribes hudsonianum,Ribes,Ribes hudsonianum,,Ribes hudsonianum,,British Columbia
Ribes lacustre,Ribes,Ribes lacustre,,Ribes lacustre,,Prince Edward Island
Prunus virginiana,Prunus,Prunus virginiana,,Prunus virginiana,,Newfoundland and Labrador
Rosa woodsii,Rosa,Rosa woodsii,,Rosa woodsii,,Yukon
Ribes aureum,Ribes,Ribes aureum,,Ribes aureum,,Saskatchewan
Rosa blanda,Rosa,Rosa blanda,,Rosa blanda,,Quebec
Ribes lacustre,Ribes,Ribes lacustre,,Ribes lacustre,,Ontario
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,Ribes oxyacanthoides,,Northwest Territories
Ribes lacustre,Ribes,Ribes lacustre,,Ribes lacustre,,Quebec
Quercus macrocarpa,Quercus,Quercus macrocarpa,,Quercus macrocarpa,,New Brunswick
Prunus pensylvanica,Prunus,Prunus pensylvanica,,Prunus pensylvanica,,Saskatchewan
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,Rubus arcticus acaulis,acaulis,Northwest Territories
Pycnanthemum virginianum,Pycnanthemum,Pycnanthemum virginianum,,Pycnanthemum virginiana,,Manitoba
Ribes triste,Ribes,Ribes triste,,Ribes triste,,Alberta
Prunella vulgaris subsp. vulgaris,Prunella,Prunella vulgaris,subsp.,Prunella vulgaris vulgaris,vulgaris,Ontario
Ribes lacustre,Ribes,Ribes lacustre,,Ribes lacustre,,Alberta
Ribes americanum,Ribes,Ribes americanum,,Ribes americanum,,Quebec
Rubus arcticus,Rubus,Rubus arcticus,,Rubus arcticus,,Saskatchewan
Rubus arcticus,Rubus,Rubus arcticus,,Rubus arcticus,,British Columbia
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,Rubus arcticus acaulis,acaulis,Yukon
Ribes aureum,Ribes,Ribes aureum,,Ribes aureum,,Manitoba
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,Prunella vulgaris lanceolata,lanceolata,British Columbia
Rosa arkansana,Rosa,Rosa arkansana,,Rosa arkansana,,Manitoba
Ribes triste,Ribes,Ribes triste,,Ribes triste,,New Brunswick
Rosa woodsii,Rosa,Rosa woodsii,,Rosa woodsii,,Manitoba
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,Ribes oxyacanthoides,,Manitoba
Ribes triste,Ribes,Ribes triste,,Ribes triste,,Manitoba
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,Rubus arcticus acaulis,acaulis,British Columbia
Rubus arcticus,Rubus,Rubus arcticus,,Rubus arcticus,,Ontario
Ribes hudsonianum,Ribes,Ribes hudsonianum,,Ribes hudsonianum,,Northwest Territories
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,Prunella vulgaris lanceolata,lanceolata,Quebec
Ribes triste,Ribes,Ribes triste,,Ribes triste,,Quebec
Prunus americana,Prunus,Prunus americana,,Prunus americana,,Manitoba
Prunus pensylvanica,Prunus,Prunus pensylvanica,,Prunus pensylvanica,,British Columbia
Ribes triste,Ribes,Ribes triste,,Ribes triste,,Saskatchewan
Prunus virginiana var. virginiana,Prunus,Prunus virginiana,var.,Prunus virginiana virginiana,virginiana,Ontario
Rubus setosus,Rubus,Rubus setosus,,Rubus setosus,,Prince Edward Island
Rubus setosus,Rubus,Rubus setosus,,Rubus setosus,,Ontario
Prunella vulgaris,Prunella,Prunella vulgaris,,Prunella vulgaris,,Manitoba
Rosa carolina,Rosa,Rosa carolina,,Rosa carolina,,New Brunswick
Prunella vulgaris,Prunella,Prunella vulgaris,,Prunella vulgaris,,Saskatchewan
Pseudotsuga menziesii,Pseudotsuga,Pseudotsuga menziesii,,Pseudotsuga menziesii,,Ontario
Ribes lacustre,Ribes,Ribes lacustre,,Ribes lacustre,,Yukon
Quercus rubra,Quercus,Quercus rubra,,Quercus rubra,,British Columbia
Ribes aureum,Ribes,Ribes aureum,,Ribes aureum,,Ontario
Rosa setigera,Rosa,Rosa setigera,,Rosa setigera,,Ontario
Rhodiola rosea,Rhodiola,Rhodiola rosea,,Rhodiola rosea,,New Brunswick
Rosa blanda,Rosa,Rosa blanda,,Rosa blanda,,Manitoba
Ribes triste,Ribes,Ribes triste,,Ribes triste,,Prince Edward Island
Quercus palustris,Quercus,Quercus palustris,,Quercus palustris,,Quebec
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,Ribes oxyacanthoides,,Alberta
Prunus americana,Prunus,Prunus americana,,Prunus americana,,Ontario
Rubus arcticus,Rubus,Rubus arcticus,,Rubus arcticus,,Newfoundland and Labrador
Ribes divaricatum,Ribes,Ribes divaricatum,,Ribes divaricatum,,British Columbia
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,Rosa acicularis sayi,sayi,Yukon
Ribes hudsonianum var. hudsonianum,Ribes,Ribes hudsonianum,var.,Ribes hudsonianum hudsonianum,hudsonianum,Yukon
Rosa palustris,Rosa,Rosa palustris,,Rosa palustris,,Nova Scotia
Ribes viscosissimum,Ribes,Ribes viscosissimum,,Ribes viscosissimum,,Alberta
Ribes hudsonianum,Ribes,Ribes hudsonianum,,Ribes hudsonianum,,Alberta
Prunus nigra,Prunus,Prunus nigra,,Prunus nigra,,Manitoba
Ribes americanum,Ribes,Ribes americanum,,Ribes americanum,,Alberta
Populus trichocarpa,Populus,Populus trichocarpa,,Populus trichocarpa,,Alberta
Rosa acicularis,Rosa,Rosa acicularis,,Rosa acicularis,,Prince Edward Island
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,Ribes oxyacanthoides,,British Columbia
Ribes triste,Ribes,Ribes triste,,Ribes triste,,Northwest Territories
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,Rubus arcticus acaulis,acaulis,Quebec
Rosa arkansana,Rosa,Rosa arkansana,,Rosa arkansana,,British Columbia
Ribes hudsonianum,Ribes,Ribes hudsonianum,,Ribes hudsonianum,,Ontario
Prunus americana,Prunus,Prunus americana,,Prunus americana,,Quebec
Prunus pumila,Prunus,Prunus pumila,,Prunus pumila,,New Brunswick
Prunus nigra,Prunus,Prunus nigra,,Prunus nigra,,New Brunswick
Ribes aureum,Ribes,Ribes aureum,,Ribes aureum,,Quebec
Ribes lobbii,Ribes,Ribes lobbii,,Ribes lobbii,,British Columbia
Ribes cereum var. cereum,Ribes,Ribes cereum,var.,Ribes cereum cereum,cereum,British Columbia
Rubus paracaulis,Rubus,Rubus paracaulis,,Rubus × paracaulis,,Newfoundland and Labrador
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,Prunella vulgaris L. ssp. lanceolata (W. P. C. Barton) Hultén,lanceolata,Alberta
Ribes inerme var. inerme,Ribes,Ribes inerme,var.,Ribes inerme Rydb. var. inerme,inerme,Alberta
Ribes triste,Ribes,Ribes triste,,Ribes triste,,Newfoundland and Labrador
Rubus arcticus,Rubus,Rubus arcticus,,Rubus arcticus,,Quebec
Prunus nigra,Prunus,Prunus nigra,,Prunus nigra,,Nova Scotia
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,Rubus arcticus acaulis,acaulis,Ontario
Rubus allegheniensis,Rubus,Rubus allegheniensis,,Rubus allegheniensis,,New Brunswick
Rosa blanda,Rosa,Rosa blanda,,Rosa blanda,,New Brunswick
Rosa gymnocarpa var. gymnocarpa,Rosa,Rosa gymnocarpa,var.,Rosa gymnocarpa gymnocarpa,gymnocarpa,British Columbia
Prunus serotina var. serotina,Prunus,Prunus serotina,var.,Prunus serotina Ehrhart var. serotina,serotina,Quebec
Prunus pumila,Prunus,Prunus pumila,,Prunus pumila Linnaeus,,Quebec
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,Rubus arcticus acaulis,acaulis,Newfoundland and Labrador
Rosa acicularis,Rosa,Rosa acicularis,,Rosa acicularis,,Quebec
Ribes hirtellum,Ribes,Ribes hirtellum,,Ribes hirtellum,,Quebec
Rosa pisocarpa,Rosa,Rosa pisocarpa,,Rosa pisocarpa,,British Columbia
Quercus rubra,Quercus,Quercus rubra,,Quercus rubra,,Newfoundland and Labrador
Ribes aureum,Ribes,Ribes aureum,,Ribes aureum,,Newfoundland and Labrador
Ribes lacustre,Ribes,Ribes lacustre,,Ribes lacustre,,Newfoundland and Labrador
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,Ribes oxyacanthoides L. var. oxyacanthoides,oxyacanthoides,Alberta
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,Rubus arcticus L. ssp. acaulis (Michx.) Focke,acaulis,Alberta
Rosa woodsii subsp. woodsii,Rosa,Rosa woodsii,subsp.,Rosa woodsii Lindl. ssp. woodsii,woodsii,Alberta
Rubus arcticus subsp. stellatus,Rubus,Rubus arcticus,subsp.,Rubus arcticus stellatus,stellatus,British Columbia
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,Prunella vulgaris lanceolata,lanceolata,Saskatchewan
Rosa carolina,Rosa,Rosa carolina,,Rosa virginiana Mill.,,Quebec
Rosa woodsii,Rosa,Rosa woodsii,,Rosa woodsii Lindl.,,Ontario
Rosa arkansana,Rosa,Rosa arkansana,,Rosa arkansana,,Ontario
Ribes hudsonianum var. petiolare,Ribes,Ribes hudsonianum,var.,Ribes hudsonianum petiolare,petiolare,British Columbia
Prunus pumila var. besseyi,Prunus,Prunus pumila,var.,Prunus pumila besseyi,besseyi,Ontario
Prunus virginiana var. virginiana,Prunus,Prunus virginiana,var.,Prunus virginiana virginiana,virginiana,Saskatchewan
Rubus allegheniensis,Rubus,Rubus allegheniensis,,Rubus allegheniensis,,Prince Edward Island
Ribes hudsonianum,Ribes,Ribes hudsonianum,,Ribes hudsonianum,,Manitoba
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,Ribes setosum,,Ontario
Rubus setosus,Rubus,Rubus setosus,,Rubus setosus,,New Brunswick
Rubus setosus,Rubus,Rubus setosus,,Rubus setosus,,Nova Scotia
Ribes americanum,Ribes,Ribes americanum,,Ribes americanum,,Saskatchewan
Rosa nitida,Rosa,Rosa nitida,,Rosa nitida,,Prince Edward Island
Ribes hudsonianum,Ribes,Ribes hudsonianum,,Ribes hudsonianum,,Saskatchewan
Prunus virginiana var. demissa,Prunus,Prunus virginiana,var.,Prunus virginiana demissa,demissa,Alberta
Rubus arcticus subsp. stellatus,Rubus,Rubus arcticus,subsp.,Rubus arcticus stellatus,stellatus,Yukon
Potentilla anserina,Potentilla,Potentilla anserina,,Potentilla anserina,,Ontario
Potentilla anserina,Potentilla,Potentilla anserina,,Potentilla anserina,,Alberta
Rosa nitida,Rosa,Rosa nitida,,Rosa nitida,,New Brunswick
Rosa nitida,Rosa,Rosa nitida,,Rosa nitida,,Quebec
Prunus pumila,Prunus,Prunus pumila,,Prunus pumila,,Saskatchewan
Prunella vulgaris subsp. vulgaris,Prunella,Prunella vulgaris,subsp.,Prunella vulgaris vulgaris,vulgaris,New Brunswick
Rosa virginiana,Rosa,Rosa virginiana,,Rosa virginiana,,Prince Edward Island
Rosa palustris,Rosa,Rosa palustris,,Rosa palustris,,New Brunswick
Prunus virginiana,Prunus,Prunus virginiana,,Prunus virginiana,,Northwest Territories
Populus trichocarpa,Populus,Populus trichocarpa,,Populus trichocarpa,,Yukon
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,Rosa acicularis sayi,sayi,Northwest Territories
Ribes aureum,Ribes,Ribes aureum,,Ribes aureum,,New Brunswick
Ribes sanguineum var. sanguineum,Ribes,Ribes sanguineum,var.,Ribes sanguineum sanguineum,sanguineum,British Columbia
Rubus allegheniensis,Rubus,Rubus allegheniensis,,Rubus allegheniensis,,British Columbia
Rosa woodsii subsp. ultramontana,Rosa,Rosa woodsii,subsp.,Rosa woodsii ultramontana,ultramontana,British Columbia
Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum,,Rhododendron groenlandicum,,Nunavut
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,Ribes oxyacanthoides oxyacanthoides,oxyacanthoides,Yukon
Ribes triste,Ribes,Ribes triste,,Ribes triste,,Nova Scotia
Rosa woodsii,Rosa,Rosa woodsii,,Rosa woodsii,,Northwest Territories
Ribes oxyacanthoides subsp. setosum,Ribes,Ribes oxyacanthoides,subsp.,Ribes oxyacanthoides subsp. setosum,setosum,Manitoba
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,Ribes oxyacanthoides subsp. oxyacanthoides,oxyacanthoides,Northwest Territories
Rhodiola rosea,Rhodiola,Rhodiola rosea,,Rhodiola rosea,,Northwest Territories
Ribes lacustre,Ribes,Ribes lacustre,,Ribes lacustre,,Northwest Territories
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,Ribes oxyacanthoides subsp. oxyacanthoides,oxyacanthoides,Ontario
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,Ribes oxyacanthoides subsp. oxyacanthoides,oxyacanthoides,Manitoba
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,Ribes oxyacanthoides subsp. oxyacanthoides,oxyacanthoides,British Columbia
Ribes hirtellum,Ribes,Ribes hirtellum,,Ribes hirtellum Michx.,,Alberta
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,Prunella vulgaris lanceolata,lanceolata,Prince Edward Island
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,Ribes oxyacanthoides,,Nunavut
Quercus palustris,Quercus,Quercus palustris,,Quercus palustris,,British Columbia
Rhodiola rosea,Rhodiola,Rhodiola rosea,,Rhodiola rosea,,Alberta
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,Rubus arcticus L. ssp. acaulis (Michx.) Focke,acaulis,Nunavut
Rosa carolina,Rosa,Rosa carolina,,Rosa carolina,,Prince Edward Island
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,Rosa acicularis sayi,sayi,British Columbia
Ribes aureum var. aureum,Ribes,Ribes aureum,var.,Ribes aureum aureum,aureum,Alberta
Ribes hirtellum,Ribes,Ribes hirtellum,,Ribes hirtellum Michx.,,Manitoba
Rhodiola rosea,Rhodiola,Rhodiola rosea,,Rhodiola rosea  L.,,Yukon
Ribes inerme,Ribes,Ribes inerme,,Ribes inerme Rydb.,,Alberta
Rosa nutkana subsp. macdougalii,Rosa,Rosa nutkana,subsp.,Rosa nutkana C. Presl subsp. macdougalii (Holz.) Piper,macdougalii,British Columbia
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,Rosa acicularis Lindl. subsp. sayi (Schwein.) W.H. Lewis,sayi,Manitoba
Rosa nutkana subsp. nutkana,Rosa,Rosa nutkana,subsp.,Rosa nutkana C. Presl subsp. nutkana,nutkana,British Columbia
Ribes lacustre,Ribes,Ribes lacustre,,Ribes lacustre (Pers.) Poir.,,Saskatchewan
Prunus virginiana var. demissa,Prunus,Prunus virginiana,var.,Prunus virginiana L. var. demissa (Nutt.) Torr.,demissa,British Columbia
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,Rubus arcticus L. subsp. acaulis (Michx.) Focke,acaulis,Saskatchewan
Ribes divaricatum var. divaricatum,Ribes,Ribes divaricatum,var.,Ribes divaricatum Douglas var. divaricatum,divaricatum,British Columbia
Rosa woodsii subsp. woodsii,Rosa,Rosa woodsii,subsp.,Rosa woodsii Lindl. subsp. woodsii,woodsii,British Columbia
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,Rubus arcticus L. subsp. acaulis (Michx.) Focke,acaulis,Manitoba
Rosa nutkana,Rosa,Rosa nutkana,,Rosa nutkana C. Presl,,Yukon
Ribes hudsonianum var. hudsonianum,Ribes,Ribes hudsonianum,var.,Ribes hudsonianum Richardson var. hudsonianum,hudsonianum,British Columbia
Ribes oxyacanthoides subsp. cognatum,Ribes,Ribes oxyacanthoides,subsp.,Ribes oxyacanthoides L. subsp. cognatum (Greene) Q.P. Sinnott,cognatum,British Columbia
Ribes inerme var. inerme,Ribes,Ribes inerme,var.,Ribes inerme Rydb. var. inerme,inerme,British Columbia
