TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,PROVINCE
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,,Nova Scotia
Vaccinium membranaceum,Vaccinium,Vaccinium membranaceum,,,Yukon
Vicia americana var. americana,Vicia,Vicia americana,var.,americana,Saskatchewan
Vaccinium boreale,Vaccinium,Vaccinium boreale,,,Quebec
Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,opulus,Alberta
Zizania aquatica,Zizania,Zizania aquatica,,,Alberta
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,,Alberta
Vicia americana var. americana,Vicia,Vicia americana,var.,americana,Northwest Territories
Zizania palustris var. palustris,Zizania,Zizania palustris,var.,palustris,Alberta
Viburnum lentago,Viburnum,Viburnum lentago,,,Saskatchewan
Viburnum dentatum,Viburnum,Viburnum dentatum,,,New Brunswick
Zizania palustris var. palustris,Zizania,Zizania palustris,var.,palustris,Quebec
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,,Prince Edward Island
Vaccinium boreale,Vaccinium,Vaccinium boreale,,,New Brunswick
Zizania aquatica var. aquatica,Zizania,Zizania aquatica,var.,aquatica,Nova Scotia
Zizania palustris var. palustris,Zizania,Zizania palustris,var.,palustris,New Brunswick
Zizania palustris var. palustris,Zizania,Zizania palustris,var.,palustris,Prince Edward Island
Vaccinium boreale,Vaccinium,Vaccinium boreale,,,Prince Edward Island
Calamagrostis purpurea,Calamagrostis,Calamagrostis purpurea,,,Yukon
Calamagrostis purpurea,Calamagrostis,Calamagrostis purpurea,,,British Columbia
Calamagrostis purpurea,Calamagrostis,Calamagrostis purpurea,,,Northwest Territories
Cornus amomum subsp. obliqua,Cornus,Cornus amomum,subsp.,obliqua,Ontario
Heracleum sphondylium subsp. montanum,Heracleum,Heracleum sphondylium,subsp.,montanum,Nova Scotia
Poa humilis,Poa,Poa humilis,,,Quebec
Poa juncifolia,Poa,Poa juncifolia,,,British Columbia
Poa juncifolia,Poa,Poa juncifolia,,,Alberta
Poa juncifolia,Poa,Poa juncifolia,,,Saskatchewan
Salix lucida,Salix,Salix lucida,,,Ontario
Salix lucida,Salix,Salix lucida,,,Nova Scotia
Salix lucida,Salix,Salix lucida,,,Quebec
Salix lucida,Salix,Salix lucida,,,Prince Edward Island
Salix lucida,Salix,Salix lucida,,,Saskatchewan
Salix lucida subsp. lasiandra,Salix,Salix lucida,subsp.,lasiandra,British Columbia
Salix lucida subsp. lasiandra,Salix,Salix lucida,subsp.,lasiandra,Alberta
Salix lucida,Salix,Salix lucida,,,New Brunswick
Salix lucida,Salix,Salix lucida,,,Newfoundland and Labrador
Salix lucida subsp. lasiandra,Salix,Salix lucida,subsp.,lasiandra,Saskatchewan
Salix lucida subsp. lasiandra,Salix,Salix lucida,subsp.,lasiandra,Manitoba
Astragalus gilviflorus var. gilviflorus,Astragalus,Astragalus gilviflorus,var.,gilviflorus,Alberta
Astragalus microcystis,Astragalus,Astragalus microcystis,,,British Columbia
Astragalus racemosus var. racemosus,Astragalus,Astragalus racemosus,var.,racemosus,Saskatchewan
Astragalus robbinsii var. fernaldii,Astragalus,Astragalus robbinsii,var.,fernaldii,Quebec
Astragalus robbinsii var. fernaldii,Astragalus,Astragalus robbinsii,var.,fernaldii,Newfoundland and Labrador
Chenopodium berlandieri var. bushianum,Chenopodium,Chenopodium berlandieri,var.,bushianum,Ontario
Chenopodium berlandieri var. bushianum,Chenopodium,Chenopodium berlandieri,var.,bushianum,Quebec
Chenopodium berlandieri var. bushianum,Chenopodium,Chenopodium berlandieri,var.,bushianum,Nova Scotia
Claytonia perfoliata subsp. intermontana,Claytonia,Claytonia perfoliata,subsp.,intermontana,British Columbia
Coleataenia longifolia,Coleataenia,Coleataenia longifolia,,,Nova Scotia
Elymus glaucus subsp. virescens,Elymus,Elymus glaucus,subsp.,virescens,Northwest Territories
Fragaria ananassa subsp. ananassa,Fragaria,Fragaria ananassa,subsp.,ananassa,British Columbia
Frangula purshiana subsp. purshiana,Frangula,Frangula purshiana,subsp.,purshiana,British Columbia
Helianthus petiolaris subsp. petiolaris,Helianthus,Helianthus petiolaris,subsp.,petiolaris,Manitoba
Helianthus petiolaris subsp. petiolaris,Helianthus,Helianthus petiolaris,subsp.,petiolaris,Alberta
Helianthus petiolaris subsp. petiolaris,Helianthus,Helianthus petiolaris,subsp.,petiolaris,Saskatchewan
Hordeum depressum,Hordeum,Hordeum depressum,,,British Columbia
Lathyrus lanszwertii,Lathyrus,Lathyrus lanszwertii,,,British Columbia
Lathyrus lanszwertii var. bijugatus,Lathyrus,Lathyrus lanszwertii,var.,bijugatus,British Columbia
Linum virginianum,Linum,Linum virginianum,,,Ontario
Oxybasis rubra var. rubra,Oxybasis,Oxybasis rubra,var.,rubra,British Columbia
Oxybasis rubra var. rubra,Oxybasis,Oxybasis rubra,var.,rubra,Manitoba
Oxybasis rubra var. rubra,Oxybasis,Oxybasis rubra,var.,rubra,Yukon
Ribes oxyacanthoides subsp. irriguum,Ribes,Ribes oxyacanthoides,subsp.,irriguum,British Columbia
Ribes oxyacanthoides subsp. irriguum,Ribes,Ribes oxyacanthoides,subsp.,irriguum,Alberta
Rosa virginiana subsp. virginiana,Rosa,Rosa virginiana,subsp.,virginiana,Nova Scotia
Poa humilis,Poa,Poa humilis,,,British Columbia
Poa humilis,Poa,Poa humilis,,,Manitoba
Poa humilis,Poa,Poa humilis,,,Yukon
Poa humilis,Poa,Poa humilis,,,Newfoundland and Labrador
Poa humilis,Poa,Poa humilis,,,Nunavut
Sedum oreganum subsp. oreganum,Sedum,Sedum oreganum,subsp.,oreganum,British Columbia
Rhus typhina,Rhus,Rhus typhina,,,Quebec
Ilex verticillata,Ilex,Ilex verticillata,,,Nova Scotia
Rhus aromatica,Rhus,Rhus aromatica,,,Ontario
Platanus occidentalis,Platanus,Platanus occidentalis,,,Ontario
Kalmia angustifolia,Kalmia,Kalmia angustifolia,,,Nova Scotia
Kalmia angustifolia,Kalmia,Kalmia angustifolia,,,Quebec
Rhus typhina,Rhus,Rhus typhina,,,Ontario
Crataegus punctata,Crataegus,Crataegus punctata,,,Quebec
Kalmia angustifolia,Kalmia,Kalmia angustifolia,,,Ontario
Diervilla lonicera,Diervilla,Diervilla lonicera,,,Ontario
Ilex verticillata,Ilex,Ilex verticillata,,,Ontario
Carpinus caroliniana,Carpinus,Carpinus caroliniana,,,Ontario
Lupinus arcticus,Lupinus,Lupinus arcticus,,,Yukon
Crataegus submollis,Crataegus,Crataegus submollis,,,Quebec
Ilex verticillata,Ilex,Ilex verticillata,,,Quebec
Platanus occidentalis,Platanus,Platanus occidentalis,,,Quebec
Ostrya virginiana,Ostrya,Ostrya virginiana,,,Ontario
Ilex verticillata,Ilex,Ilex verticillata,,,Prince Edward Island
Carpinus caroliniana,Carpinus,Carpinus caroliniana,,,Quebec
Gleditsia triacanthos,Gleditsia,Gleditsia triacanthos,,,Ontario
Elaeagnus commutata,Elaeagnus,Elaeagnus commutata,,,Yukon
Crataegus scabrida,Crataegus,Crataegus scabrida,,,Quebec
Crataegus chrysocarpa var. chrysocarpa,Crataegus,Crataegus chrysocarpa,var.,chrysocarpa,Quebec
Elaeagnus commutata,Elaeagnus,Elaeagnus commutata,,,Manitoba
Crataegus suborbiculata,Crataegus,Crataegus suborbiculata,,,Quebec
Salix discolor,Salix,Salix discolor,,,Quebec
Ptelea trifoliata,Ptelea,Ptelea trifoliata,,,Ontario
Diervilla lonicera,Diervilla,Diervilla lonicera,,,Quebec
Rhus glabra,Rhus,Rhus glabra,,,British Columbia
Lupinus arcticus,Lupinus,Lupinus arcticus,,,Northwest Territories
Cephalanthus occidentalis,Cephalanthus,Cephalanthus occidentalis,,,Ontario
Lonicera canadensis,Lonicera,Lonicera canadensis,,,Ontario
Lindera benzoin,Lindera,Lindera benzoin,,,Ontario
Cornus nuttallii,Cornus,Cornus nuttallii,,,British Columbia
Rhus glabra,Rhus,Rhus glabra,,,Ontario
Ostrya virginiana,Ostrya,Ostrya virginiana,,,Quebec
Crataegus punctata,Crataegus,Crataegus punctata,,,Ontario
Ostrya virginiana,Ostrya,Ostrya virginiana,,,Nova Scotia
Diervilla lonicera,Diervilla,Diervilla lonicera,,,Manitoba
Rhus typhina,Rhus,Rhus typhina,,,Nova Scotia
Ostrya virginiana,Ostrya,Ostrya virginiana,,,New Brunswick
Ilex verticillata,Ilex,Ilex verticillata,,,New Brunswick
Kalmia angustifolia,Kalmia,Kalmia angustifolia,,,Newfoundland and Labrador
Elaeagnus commutata,Elaeagnus,Elaeagnus commutata,,,Saskatchewan
Gleditsia triacanthos,Gleditsia,Gleditsia triacanthos,,,Quebec
Lupinus pusillus,Lupinus,Lupinus pusillus,,,Saskatchewan
Lupinus argenteus,Lupinus,Lupinus argenteus,,,Alberta
Betula cordifolia,Betula,Betula cordifolia,,,Quebec
Crataegus holmesiana,Crataegus,Crataegus holmesiana,,,Quebec
Lactuca tatarica,Lactuca,Lactuca tatarica,,,Manitoba
Crataegus chrysocarpa var. phoeniceoides,Crataegus,Crataegus chrysocarpa,var.,phoeniceoides,Quebec
Agrostis scabra,Agrostis,Agrostis scabra,,,Ontario
Gleditsia triacanthos,Gleditsia,Gleditsia triacanthos,,,British Columbia
Rhododendron columbianum,Rhododendron,Rhododendron columbianum,,,British Columbia
Salix discolor,Salix,Salix discolor,,,Ontario
Elaeagnus commutata,Elaeagnus,Elaeagnus commutata,,,British Columbia
Elaeagnus commutata,Elaeagnus,Elaeagnus commutata,,,Alberta
Crataegus mollis,Crataegus,Crataegus mollis,,,Ontario
Lupinus arcticus,Lupinus,Lupinus arcticus,,,British Columbia
Lupinus bicolor,Lupinus,Lupinus bicolor,,,British Columbia
Crataegus coccinioides,Crataegus,Crataegus coccinioides,,,Quebec
Crataegus canadensis,Crataegus,Crataegus canadensis,,,Quebec
Rhus typhina,Rhus,Rhus typhina,,,British Columbia
Lupinus pusillus,Lupinus,Lupinus pusillus,,,Alberta
Diervilla lonicera,Diervilla,Diervilla lonicera,,,Prince Edward Island
Crataegus chrysocarpa,Crataegus,Crataegus chrysocarpa,,,Quebec
Kalmia angustifolia,Kalmia,Kalmia angustifolia,,,New Brunswick
Cephalanthus occidentalis,Cephalanthus,Cephalanthus occidentalis,,,Quebec
Diervilla lonicera,Diervilla,Diervilla lonicera,,,Nova Scotia
Crataegus flabellata,Crataegus,Crataegus flabellata,,,Quebec
Agrostis scabra,Agrostis,Agrostis scabra,,,Yukon
Lupinus perennis,Lupinus,Lupinus perennis,,,Ontario
Lupinus latifolius,Lupinus,Lupinus latifolius,,,British Columbia
Crataegus submollis,Crataegus,Crataegus submollis,,,Ontario
Betula cordifolia,Betula,Betula cordifolia,,,Nova Scotia
Rhododendron columbianum,Rhododendron,Rhododendron columbianum,,,Alberta
Rhus aromatica,Rhus,Rhus aromatica,,,Saskatchewan
Rhus aromatica,Rhus,Rhus aromatica,,,Alberta
Betula cordifolia,Betula,Betula cordifolia,,,Ontario
Salix nigra,Salix,Salix nigra,,,Ontario
Salix discolor,Salix,Salix discolor,,,Nova Scotia
Lupinus lepidus,Lupinus,Lupinus lepidus,,,Alberta
Linum usitatissimum,Linum,Linum usitatissimum,,,Saskatchewan
Lupinus argenteus,Lupinus,Lupinus argenteus,,,Saskatchewan
Lonicera canadensis,Lonicera,Lonicera canadensis,,,Quebec
Agrostis scabra,Agrostis,Agrostis scabra,,,Northwest Territories
Elaeagnus commutata,Elaeagnus,Elaeagnus commutata,,,Northwest Territories
Rhus typhina,Rhus,Rhus typhina,,,Prince Edward Island
Crataegus irrasa,Crataegus,Crataegus irrasa,,,Quebec
Crataegus crus-galli,Crataegus,Crataegus crus-galli,,,Ontario
Agrostis scabra,Agrostis,Agrostis scabra,,,Alberta
Lupinus sericeus,Lupinus,Lupinus sericeus,,,British Columbia
Crataegus chrysocarpa,Crataegus,Crataegus chrysocarpa,,,Manitoba
Agrostis scabra,Agrostis,Agrostis scabra,,,Saskatchewan
Lonicera canadensis,Lonicera,Lonicera canadensis,,,Nova Scotia
Salix pellita,Salix,Salix pellita,,,Ontario
Rhus typhina,Rhus,Rhus typhina,,,New Brunswick
Rhus aromatica var. aromatica,Rhus,Rhus aromatica,var.,aromatica,Alberta
Elaeagnus commutata,Elaeagnus,Elaeagnus commutata,,,Quebec
Rhus glabra,Rhus,Rhus glabra,,,Manitoba
Kalmia angustifolia,Kalmia,Kalmia angustifolia,,,Prince Edward Island
Rhus aromatica,Rhus,Rhus aromatica,,,Quebec
Elaeagnus commutata,Elaeagnus,Elaeagnus commutata,,,Ontario
Diervilla lonicera,Diervilla,Diervilla lonicera,,,New Brunswick
Lactuca tatarica,Lactuca,Lactuca tatarica,,,Alberta
Rhus aromatica var. aromatica,Rhus,Rhus aromatica,var.,aromatica,Quebec
Linum usitatissimum,Linum,Linum usitatissimum,,,Alberta
Crataegus macrosperma,Crataegus,Crataegus macrosperma,,,Ontario
Lactuca tatarica,Lactuca,Lactuca tatarica,,,Saskatchewan
Linum usitatissimum,Linum,Linum usitatissimum,,,Ontario
Crataegus laevigata,Crataegus,Crataegus laevigata,,,Ontario
Rhus aromatica,Rhus,Rhus aromatica,,,Nova Scotia
Crataegus dodgei,Crataegus,Crataegus dodgei,,,Ontario
Cephalanthus occidentalis,Cephalanthus,Cephalanthus occidentalis,,,Nova Scotia
Salix nigra,Salix,Salix nigra,,,New Brunswick
Lonicera canadensis,Lonicera,Lonicera canadensis,,,Prince Edward Island
Crataegus chrysocarpa,Crataegus,Crataegus chrysocarpa,,,Ontario
Tradescantia ohiensis,Tradescantia,Tradescantia ohiensis,,,Ontario
Lupinus leucophyllus,Lupinus,Lupinus leucophyllus,,,Alberta
Agrostis scabra,Agrostis,Agrostis scabra,,,Manitoba
Agrostis scabra,Agrostis,Agrostis scabra,,,British Columbia
Lupinus rivularis,Lupinus,Lupinus rivularis,,,Ontario
Lupinus argenteus,Lupinus,Lupinus argenteus,,,Ontario
Physalis longifolia,Physalis,Physalis longifolia,,,Ontario
Ptelea trifoliata,Ptelea,Ptelea trifoliata,,,Quebec
Cephalanthus occidentalis,Cephalanthus,Cephalanthus occidentalis,,,New Brunswick
Betula cordifolia,Betula,Betula cordifolia,,,New Brunswick
Lupinus kuschei,Lupinus,Lupinus kuschei,,,Yukon
Crataegus crus-galli,Crataegus,Crataegus crus-galli,,,Quebec
Lupinus microcarpus,Lupinus,Lupinus microcarpus,,,British Columbia
Lupinus lepidus,Lupinus,Lupinus lepidus,,,British Columbia
Salix discolor,Salix,Salix discolor,,,New Brunswick
Gleditsia triacanthos,Gleditsia,Gleditsia triacanthos,,,Nova Scotia
Lonicera canadensis,Lonicera,Lonicera canadensis,,,New Brunswick
Crataegus laevigata,Crataegus,Crataegus laevigata,,,Saskatchewan
Tradescantia occidentalis,Tradescantia,Tradescantia occidentalis,,,Saskatchewan
Salix pellita,Salix,Salix pellita,,,New Brunswick
Lactuca tatarica,Lactuca,Lactuca tatarica,,,Ontario
Bromus carinatus,Bromus,Bromus carinatus,,,British Columbia
Diervilla lonicera,Diervilla,Diervilla lonicera,,,Saskatchewan
Crataegus chrysocarpa var. chrysocarpa,Crataegus,Crataegus chrysocarpa,var.,chrysocarpa,Ontario
Lupinus sericeus,Lupinus,Lupinus sericeus,,,Alberta
Rhus aromatica,Rhus,Rhus aromatica,,,British Columbia
Linum striatum,Linum,Linum striatum,,,Ontario
Alnus serrulata,Alnus,Alnus serrulata,,,Nova Scotia
Salix discolor,Salix,Salix discolor,,,Alberta
Linum usitatissimum,Linum,Linum usitatissimum,,,Quebec
Crataegus holmesiana,Crataegus,Crataegus holmesiana,,,Ontario
Crataegus macrosperma,Crataegus,Crataegus macrosperma,,,Quebec
Salix discolor,Salix,Salix discolor,,,Manitoba
Crataegus schuettei,Crataegus,Crataegus schuettei,,,Quebec
Betula cordifolia,Betula,Betula cordifolia,,,Prince Edward Island
Lupinus sulphureus,Lupinus,Lupinus sulphureus,,,British Columbia
Ilex mucronata,Ilex,Ilex mucronata,,,Ontario
Crataegus laevigata,Crataegus,Crataegus laevigata,,,British Columbia
Rhus typhina,Rhus,Rhus typhina,,,Newfoundland and Labrador
Crataegus brainerdii,Crataegus,Crataegus brainerdii,,,Quebec
Vicia caroliniana,Vicia,Vicia caroliniana,,,Ontario
Crataegus irrasa,Crataegus,Crataegus irrasa,,,Ontario
Crataegus chrysocarpa var. phoeniceoides,Crataegus,Crataegus chrysocarpa,var.,phoeniceoides,Ontario
Lupinus argenteus,Lupinus,Lupinus argenteus,,,British Columbia
Crataegus coccinea,Crataegus,Crataegus coccinea,,,Ontario
Salix discolor,Salix,Salix discolor,,,British Columbia
Salix discolor,Salix,Salix discolor,,,Northwest Territories
Ostrya virginiana,Ostrya,Ostrya virginiana,,,Manitoba
Linum usitatissimum,Linum,Linum usitatissimum,,,Nova Scotia
Crataegus succulenta,Crataegus,Crataegus succulenta,,,Quebec
Bromus carinatus,Bromus,Bromus carinatus,,,Alberta
Linum usitatissimum,Linum,Linum usitatissimum,,,Manitoba
Lupinus arcticus,Lupinus,Lupinus arcticus,,,Nunavut
Crataegus scabrida var. egglestonii,Crataegus,Crataegus scabrida,var.,egglestonii,Quebec
Agrostis scabra,Agrostis,Agrostis scabra,,,Quebec
Salix nigra,Salix,Salix nigra,,,Quebec
Crataegus scabrida var. asperifolia,Crataegus,Crataegus scabrida,var.,asperifolia,Quebec
Salix pellita,Salix,Salix pellita,,,Newfoundland and Labrador
Betula minor,Betula,Betula minor,,,Newfoundland and Labrador
Betula cordifolia,Betula,Betula cordifolia,,,Newfoundland and Labrador
Diervilla lonicera,Diervilla,Diervilla lonicera,,,Newfoundland and Labrador
Crataegus succulenta,Crataegus,Crataegus succulenta,,,Ontario
Alnus serrulata,Alnus,Alnus serrulata,,,Quebec
Linum usitatissimum,Linum,Linum usitatissimum,,,British Columbia
Ostrya virginiana,Ostrya,Ostrya virginiana,,,Prince Edward Island
Crataegus persimilis,Crataegus,Crataegus persimilis,,,Ontario
Agrostis scabra,Agrostis,Agrostis scabra,,,Newfoundland and Labrador
Platanus occidentalis,Platanus,Platanus occidentalis,,,Nova Scotia
Platanus occidentalis,Platanus,Platanus occidentalis,,,British Columbia
Crataegus chrysocarpa,Crataegus,Crataegus chrysocarpa,,,Saskatchewan
Crataegus chrysocarpa,Crataegus,Crataegus chrysocarpa,,,Alberta
Lactuca tatarica,Lactuca,Lactuca tatarica,,,Northwest Territories
Salix discolor,Salix,Salix discolor,,,Saskatchewan
Salix pellita,Salix,Salix pellita,,,Saskatchewan
Lupinus kuschei,Lupinus,Lupinus kuschei,,,British Columbia
Agrostis scabra,Agrostis,Agrostis scabra,,,Nunavut
Agrostis scabra,Agrostis,Agrostis scabra,,,Nova Scotia
Crataegus calpodendron,Crataegus,Crataegus calpodendron,,,Ontario
Crataegus rivuloadamensis,Crataegus,Crataegus rivuloadamensis,,,Saskatchewan
Crataegus rivuloadamensis,Crataegus,Crataegus rivuloadamensis,,,Alberta
Lupinus rivularis,Lupinus,Lupinus rivularis,,,British Columbia
Tradescantia occidentalis,Tradescantia,Tradescantia occidentalis,,,Alberta
Ilex mucronata,Ilex,Ilex mucronata,,,Quebec
Salix pellita,Salix,Salix pellita,,,Quebec
Betula minor,Betula,Betula minor,,,Quebec
Crataegus macrosperma,Crataegus,Crataegus macrosperma,,,New Brunswick
Crataegus chrysocarpa,Crataegus,Crataegus chrysocarpa,,,Prince Edward Island
Salix discolor,Salix,Salix discolor,,,Prince Edward Island
Agrostis scabra,Agrostis,Agrostis scabra,,,New Brunswick
Alnus serrulata,Alnus,Alnus serrulata,,,New Brunswick
Crataegus laevigata,Crataegus,Crataegus laevigata,,,Nova Scotia
Crataegus okanaganensis var. wellsii,Crataegus,Crataegus okanaganensis,var.,wellsii,British Columbia
Salix discolor,Salix,Salix discolor,,,Newfoundland and Labrador
Physalis longifolia var. subglabrata,Physalis,Physalis longifolia,var.,subglabrata,Ontario
Rhus glabra,Rhus,Rhus glabra,,,Quebec
Crataegus gaylussacia,Crataegus,Crataegus gaylussacia,,,British Columbia
Crataegus cupressocollina,Crataegus,Crataegus cupressocollina,,,Saskatchewan
Crataegus rivulopugnensis,Crataegus,Crataegus rivulopugnensis,,,Saskatchewan
Betula minor,Betula,Betula minor,,,Saskatchewan
Betula cordifolia,Betula,Betula cordifolia,,,Manitoba
Salix nigra,Salix,Salix nigra,,,Manitoba
Salix pellita,Salix,Salix pellita,,,Nova Scotia
Lonicera canadensis,Lonicera,Lonicera canadensis,,,British Columbia
Crataegus okanaganensis,Crataegus,Crataegus okanaganensis,,,British Columbia
Physalis longifolia,Physalis,Physalis longifolia,,,British Columbia
Lupinus leucophyllus,Lupinus,Lupinus leucophyllus,,,British Columbia
Lactuca tatarica,Lactuca,Lactuca tatarica,,,British Columbia
Crataegus chrysocarpa var. chrysocarpa,Crataegus,Crataegus chrysocarpa,var.,chrysocarpa,Manitoba
Rhus aromatica var. aromatica,Rhus,Rhus aromatica,var.,aromatica,Ontario
Crataegus crus-galli var. crus-galli,Crataegus,Crataegus crus-galli,var.,crus-galli,Quebec
Trifolium dichotomum,Trifolium,Trifolium dichotomum,,,British Columbia
Crataegus shuswapensis,Crataegus,Crataegus shuswapensis,,,British Columbia
Crataegus enderbyensis,Crataegus,Crataegus enderbyensis,,,British Columbia
Crataegus castlegarensis,Crataegus,Crataegus castlegarensis,,,British Columbia
Crataegus chrysocarpa var. piperi,Crataegus,Crataegus chrysocarpa,var.,piperi,British Columbia
Crataegus chrysocarpa,Crataegus,Crataegus chrysocarpa,,,British Columbia
Tradescantia occidentalis,Tradescantia,Tradescantia occidentalis,,,Manitoba
Kalmia angustifolia var. angustifolia,Kalmia,Kalmia angustifolia,var.,angustifolia,Ontario
Kalmia angustifolia var. angustifolia,Kalmia,Kalmia angustifolia,var.,angustifolia,Quebec
Crataegus chrysocarpa,Crataegus,Crataegus chrysocarpa,,,New Brunswick
Crataegus intricata,Crataegus,Crataegus intricata,,,Ontario
Crataegus coccinea var. fulleriana,Crataegus,Crataegus coccinea,var.,fulleriana,Ontario
Crataegus irrasa,Crataegus,Crataegus irrasa,,,Newfoundland and Labrador
Crataegus chrysocarpa,Crataegus,Crataegus chrysocarpa,,,Newfoundland and Labrador
Crataegus chrysocarpa var. subrotundifolia,Crataegus,Crataegus chrysocarpa,var.,subrotundifolia,Ontario
Crataegus ursopedensis,Crataegus,Crataegus ursopedensis,,,Saskatchewan
Crataegus ursopedensis,Crataegus,Crataegus ursopedensis,,,Alberta
Crataegus rubribracteolata,Crataegus,Crataegus rubribracteolata,,,Alberta
Crataegus rubribracteolata,Crataegus,Crataegus rubribracteolata,,,Saskatchewan
Crataegus sheila-phippsiae var. saskatchewanensis,Crataegus,Crataegus sheila-phippsiae,var.,saskatchewanensis,Saskatchewan
