"","TAXON","Verified","Pasted_NPGS","Pasted.PGRC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","TIER","GENEPOOL","CATEGORY","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","GENUS","SPECIES","RANK","INFRASPECIFC"
"735","Sorbus sitchensis var. sitchensis","y","y",NA,"Rowan","Y","Y","Y","fruit","Y","Forest Resources","Food",NA,"Forest Resources","Fruits","",NA,2,NA,"2","","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sorbus","Sorbus sitchensis","var.","sitchensis"
"736","Spiraea douglasii","y","y",NA,"Meadowsweet","N","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Spiraea","Spiraea douglasii",NA,NA
"737","Spiraea douglasii var. douglasii","y","y",NA,"Meadowsweet","Y","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Spiraea","Spiraea douglasii","var.","douglasii"
"738","Spiraea douglasii var. menziesii","y","y",NA,"Meadowsweet","Y","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Spiraea","Spiraea douglasii","var.","menziesii"
"739","Symphoricarpos albus","y","y",NA,"Snowberry","N","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Symphoricarpos","Symphoricarpos albus",NA,NA
"740","Symphoricarpos albus var. albus","y","y",NA,"Snowberry","Y","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Symphoricarpos","Symphoricarpos albus","var.","albus"
"741","Symphoricarpos albus var. laevigatus","y","y",NA,"Snowberry","Y","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Symphoricarpos","Symphoricarpos albus","var.","laevigatus"
"742","Taxus brevifolia","y","y",NA,"Yew","Y","Y","Y","medicinal properties","Y","Forest Resources","Medicinals",NA,"Forest Resources","Medicinals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Fett-Neto et al. 1992","Taxus","Taxus brevifolia",NA,NA
"743","Taxus canadensis","y","y",NA,"Yew","Y","Y","Y","twigs, fruit","Y","Forest Resources","Medicinals",NA,"Forest Resources","Medicinals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Taxus","Taxus canadensis",NA,NA
"744","Thuja occidentalis","y","y",NA,"Cedar","Y","Y","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja","Thuja occidentalis",NA,NA
"745","Thuja plicata","y","y",NA,"Cedar","Y","Y","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja","Thuja plicata",NA,NA
"746","Tilia americana","y","y",NA,"Linden","Y","Y","Y","leaves, inner bark, buds, twigs","Y","Forest Resources","Ornamentals",NA,"Forest Resources","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tilia","Tilia americana",NA,NA
"747","Tradescantia virginiana","y","y",NA,"Spiderwort","Y","Y","N","","N","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","Ornamental Features (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","","Tradescantia","Tradescantia virginiana",NA,NA
"748","Tradescantia ohiensis","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Tradescantia","Tradescantia ohiensis",NA,NA
"749","Tradescantia occidentalis","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Tradescantia","Tradescantia occidentalis",NA,NA
"750","Tradescantia occidentalis var. occidentalis","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Tradescantia","Tradescantia occidentalis","var.","occidentalis"
"751","Trifolium cyathiferum","y","y",NA,"Clover","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Trifolium","Trifolium cyathiferum",NA,NA
"752","Trifolium depauperatum","y","y",NA,"Clover","N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Trifolium","Trifolium depauperatum",NA,NA
"753","Trifolium depauperatum var. depauperatum","y","y",NA,"Clover","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Trifolium","Trifolium depauperatum","var.","depauperatum"
"754","Trifolium dichotomum","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Trifolium","Trifolium dichotomum",NA,NA
"755","Trifolium microcephalum","y","y",NA,"Clover","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Trifolium","Trifolium microcephalum",NA,NA
"756","Trifolium microdon","y","y",NA,"Clover","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Trifolium","Trifolium microdon",NA,NA
"757","Trifolium oliganthum","y","y",NA,"Clover","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Trifolium","Trifolium oliganthum",NA,NA
"758","Trifolium variegatum","y","y",NA,"Clover","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Trifolium","Trifolium variegatum",NA,NA
"759","Trifolium willdenovii","y","y",NA,"Clover","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Trifolium","Trifolium willdenovii",NA,NA
"760","Trifolium wormskioldii","y","y",NA,"Clover","Y","Y","Y","rhizomes","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Trifolium","Trifolium wormskioldii",NA,NA
"761","Triglochin maritima","y","y",NA,"Arrowgrass","Y","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Triglochin","Triglochin maritima",NA,NA
"762","Tsuga canadensis","y","y",NA,"Hemlock","Y","Y","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga","Tsuga canadensis",NA,NA
"763","Tsuga heterophylla","y","y",NA,"Hemlock","Y","Y","Y","inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga","Tsuga heterophylla",NA,NA
"764","Tsuga mertensiana","y","y",NA,"Hemlock","Y","Y","Y","inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga","Tsuga mertensiana",NA,NA
"765","Typha latifolia","y","y",NA,"Cattail","Y","N","Y","greens, rhizomes, shoots","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Typha","Typha latifolia",NA,NA
"766","Ulmus americana","y","y",NA,"Elm","Y","Y","Y","bark","Y","Forest Resources","Medicinals",NA,"Forest Resources","Medicinals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Ulmus","Ulmus americana",NA,NA
"767","Ulmus rubra","y","y",NA,"Elm","Y","Y","Y","bark","Y","Forest Resources","Medicinals",NA,"Forest Resources","Medicinals","Ornamentals",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Ulmus","Ulmus rubra",NA,NA
"768","Ulmus thomasii","y","y",NA,"Elm","Y","Y","Y","seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Ulmus","Ulmus thomasii",NA,NA
"769","Urtica dioica","y","y",NA,"Nettle","N","N","Y","","N","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Urtica","Urtica dioica",NA,NA
"770","Urtica dioica subsp. dioica","y","y",NA,"Nettle","Y","N","Y","","N","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Urtica","Urtica dioica","subsp.","dioica"
"771","Vaccinium ×nubigenum","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","newfoundland bilberry; fruits","Y","Food","",NA,"Fruits","","",NA,1,"Assume distant","1C","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Vaccinium","Vaccinium ×nubigenum",NA,NA
"772","Vaccinium angustifolium","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","Disease Resistance (B)","","","Crop Quality (AG)","","","Early Maturity (P)","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium angustifolium",NA,NA
"773","Vaccinium boreale","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Secondary","1B","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium boreale",NA,NA
"774","Vaccinium cespitosum","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium cespitosum",NA,NA
"775","Vaccinium corymbosum","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium corymbosum",NA,NA
"776","Vaccinium deliciosum","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Secondary","1B","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium deliciosum",NA,NA
"777","Vaccinium macrocarpon","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium macrocarpon",NA,NA
"778","Vaccinium membranaceum","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Secondary","1B","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium membranaceum",NA,NA
"779","Vaccinium microcarpum","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium microcarpum",NA,NA
"780","Vaccinium myrtilloides","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium myrtilloides",NA,NA
"781","Vaccinium myrtillus","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","","Food","Fruits","","","Fruits",1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium myrtillus",NA,NA
"782","Vaccinium ovalifolium","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Secondary","1B","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium ovalifolium",NA,NA
"783","Vaccinium ovatum","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Tertiary","1C","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium ovatum",NA,NA
"784","Vaccinium oxycoccos","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Secondary","1B","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium oxycoccos",NA,NA
"785","Vaccinium pallidum","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Secondary","1B","","Edaphic (AB)","","","","","Crop Quality (AG)","","","Early Maturity (P)","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium pallidum",NA,NA
"786","Vaccinium parvifolium","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Secondary","1B","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium parvifolium",NA,NA
"787","Vaccinium scoparium","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Secondary","1B","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium scoparium",NA,NA
"788","Vaccinium stamineum","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,1,"Assume distant","1C","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Vaccinium","Vaccinium stamineum",NA,NA
"789","Vaccinium uliginosum","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","lingonberry; fruit, leaves and fruit as tea","Y","Food","","Food","Fruits","","","Fruits",1,"Secondary","1B","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium uliginosum",NA,NA
"790","Vaccinium vitis-idaea","y","y",NA,"Blueberry, Cranberry","Y","Y","Y","lingonberry; fruit, leaves and fruit as tea","Y","Food","","Food","Fruits","","","Fruits",1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vaccinium","Vaccinium vitis-idaea",NA,NA
"791","Viburnum acerifolium","y","y",NA,"Highbush cranberry","Y","Y","Y","fruit","Y","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum acerifolium",NA,NA
"792","Viburnum cassinoides","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Viburnum","Viburnum cassinoides",NA,NA
"793","Viburnum dentatum","y","y",NA,"Highbush cranberry","Y","Y","Y","fruit","Y","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum dentatum",NA,NA
"794","Viburnum edule","y","y",NA,"Highbush cranberry","Y","Y","Y","fruit","Y","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum edule",NA,NA
"795","Viburnum lantana","y","y",NA,"Highbush cranberry","Y","Y","Y","fruit","N","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum lantana",NA,NA
"796","Viburnum lantanoides","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Viburnum","Viburnum lantanoides",NA,NA
"797","Viburnum lentago","y","y",NA,"Highbush cranberry","Y","Y","Y","Nannyberry, fruit","Y","Ornamentals","Food",NA,"Ornamentals","Fruits","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum lentago",NA,NA
"798","Viburnum nudum","y","y",NA,"Highbush cranberry","N","Y","Y","fruit","Y","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum nudum",NA,NA
"799","Viburnum nudum var. cassinoides","y","y",NA,"Highbush cranberry","Y","Y","Y","fruit","Y","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum nudum","var.","cassinoides"
"800","Viburnum opulus","y","y",NA,"Highbush cranberry","N","Y","Y","fruit","Y","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum opulus",NA,NA
"801","Viburnum opulus var. americanum","y","y",NA,"Highbush cranberry","Y","Y","Y","fruit","Y","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum opulus","var.","americanum"
"802","Viburnum opulus var. opulus","y","y",NA,"Highbush cranberry","Y","Y","Y","fruit","N","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum opulus","var.","opulus"
"803","Viburnum rafinesqueanum","y","y",NA,"Highbush cranberry","Y","Y","Y","fruit","Y","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Viburnum","Viburnum rafinesqueanum",NA,NA
"804","Vicia americana","y","y",NA,"Vetch","N","Y","Y","seeds","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Vicia","Vicia americana",NA,NA
"805","Vicia americana subsp. minor","y","y",NA,"Vetch","Y","Y","Y","seeds","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Vicia","Vicia americana","subsp.","minor"
"806","Vicia americana var. americana","y","y",NA,"Vetch","Y","Y","Y","seeds","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Vicia","Vicia americana","var.","americana"
"807","Vicia caroliniana","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Vicia","Vicia caroliniana",NA,NA
"808","Vicia nigricans","y","y",NA,"Vetch","N","Y","Y","seeds","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Vicia","Vicia nigricans",NA,NA
"809","Vicia nigricans var. gigantea","y","y",NA,"Vetch","Y","Y","Y","seeds","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Vicia","Vicia nigricans","var.","gigantea"
"810","Vitis aestivalis","y","y",NA,"Grape","N","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,1,"Progenitor","1A","Graftstock","","","Disease Resistance (B)","Pest Resistance (B)","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vitis","Vitis aestivalis",NA,NA
"811","Vitis riparia","y","y",NA,"Grape","Y","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,1,"Progenitor","1A","Graftstock","Cold Tolerance (AB)","","Disease Resistance (B)","Pest Resistance (B)","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Vitis","Vitis riparia",NA,NA
"812","Cupressis nootkatensis","y","y",NA,"Cypress","Y","Y","N","","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Cupressis","Cupressis nootkatensis",NA,NA
"813","Yucca glauca","y","y",NA,"Yucca","Y","N","Y","hearts, buds","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Yucca","Yucca glauca",NA,NA
